Stance,Tweet
-1,thanks to @lifedynamicsinc for having me on their lifetalk show this morning!
-1,#PeoplesDebate Better every child born out of marriage + every mothers get #loneparents allowance than there be a single
1,remember people. it's not just trump. the republican party wants to end #netneutrality &amp; #reprorights &amp; #gunsense &amp;
0,"william pryor, potential #scotus pick, to cause a divide among christian conservatives"
1,pro-life? no you're more pro-birth then after that the baby can support itself!!!
0,@ridgeradiouk @jamesarthur23 @compsols. #jamesarthurradio life is good
1,it's harmful to teach boy children &amp; men that they cannot be trusted alone with women. it denies them agency &amp; responsibility.
0,i've never been good with gifts from my husband. @purpleclvr
1,i just donated (and coerced the boyfriend into donating)! you should too.
0,".@msladyphyll a great video of @ukblackpride with @msladyphyll #lovewins ""some of these faces you won't see at pride in london."""
-1,mt @marylene58: so beautiful and angelic. please .
1,"the same men who cry about brown men raping ""their women"" are the same men teaching each other how to rape ""their women."""
-1,mt @awakedeborah: fearfully and wonderfully made! by god.
-1,"please vote. when u do remember if there is no planet to live on, all your hopes and dreams are worthless. there is no future."
0,"#marriage advice from a seasoned veteran: when talking to your wife remember, ""this will be recorded for training and quality purposes."""
0,"today in 1972, the #scotus struck down 3 death sentences, saying the way they had been imposed constituted cruel &amp; unusual punishment."
-1,The sanctity of human life is not a woman's issue.
0,"these men and women put their lives on the line for your freedom and country. go ahead, ""patriots"". make your fucking jokes."
0,breaking: #scotus asked to review maryland gun ban
0,don't date a boy. date a girl. #lovewins woohoo
0,can't wait to perform at @vallartapride 2017!
-1,"our lady of guadeloupe, pray for those canvassing for life"
-1,demain c'est lundi. #petitcoupdepoucedimanchesoir a like for
0, you are all i have ever wanted
0,Today the proverbial straw broke the back of America It's just a matter of time We've gone too far...
0,screaming congratulations to the incredible cast of #hiddenfigures for their sag award win.
-1,times are hard in a conservative government
-1,mt @patrioticgirl86: keep me safe lord from the hands of the wicked.
0,"i got an email promising to help ""revitalize"" my #marriage . pretty sure if there's a prob in the relationship it's my fault"
-1,@HillaryClinton Don't you mean to say (all children deserve the same chances) except the UNBORN CHILDREN?
1,"a table full of men deciding women's health?? and now trump wants a lifetime seat for a nominee hostile to #reprorights. oh yea, !"
0,these protests around the world remind me of the protests we saw fighting the same-sex marriage bans. eventually .
1,"We need more public funding for birth control, condoms and abortions, especially abortions."
1,Progress for #AfricanAmericans check. Progress for #Gay people check. Progress for #Women. Waiting waiting waiting....
1,need $673. to hit goal #vagicalmysterytour in #atl 6/2 @lpjldoc @ladypjustice @kartemquin @seedandspark
1,fun fact...
-1,#pleasepleaseplease #chooselife &amp; not #death when #troubles #sufferings #plagues #you. i know its easier said than done but
0,trump says he'll make his supreme court announcement tuesday at 8 p.m.
0,"#marriage advice from a seasoned veteran (30+ years): if two people love each other, nothing is impossible...except deciding where to eat."
-1,Since now the LGBT community received equal rights now it's time to give equal rights to the unborn community!
0,"@web_rant No, it shows that liberals should start thinking about the consequences of their actions"
1,notations! red: not millions yellow: not in 400+ locations across the country
1,we fixed the misleading @idc4ny mailer that claims idc members helped pass key legislation to advance .
0,"on 40th anniversary of the 1st execution in the modern era, join activists to protest the #deathpenalty at :"
0,even #scotus' conservative justices knew #skinnyrepeal would destroy #aca @mikesacksesq thread worth a read
0,breaking: donald trump to give his #scotus nominee; america breathes sigh of relief he's even keeping the supreme court!
-1,@ppact @repkevincramer defund pp
1,1. this is #rapeculture 2. wanna avoid sexual assault charges? don't sexually assault anyone 3. stop taking up space
-1,"Justice Breyer et al think injections into arms of killers is heinous. No word on acidic saline executing unborn babies, however."
0,marriage revolution resolutions via @wordpressdotcom
0,trump’s ‘historic’ opportunity to reshape the federal courts via @siegelscribe @dailysignal
-1,it’s impossible to tell the difference. a #preborn’s livelihood should never be outweighed by circumstance
0,"the marshall court explained (marbury, mcculloch, gibbons) #hsgovchat #apgov #cram4apgov (essential #scotus info)"
-1,@GBPstaff 1999 Meet the Press admitted to being Very Pro-Choice even with late term & Partial Birth Abortions. He's sick!
0,mt @cruzgrassroots: cruz says the #gorsuch #scotus nomination is 'home run!'
0,retweetwhat grade would you give #trump who has been @potus for 25 weeks
-1,"The causes & circumstances of pregnancies vary, but one thing is unwavering: a human with a right to life."
1,this is .
0,"thank you, @theatlantic for allowing me to use my voice."
0,learn what you can do to help confirm judge gorsuch as the next #scotus justice.
-1,@thehill @denisebronsdon @jennabushhager wow..i'm surprised. i thought better of her.
0,"we are at supreme court to protest trump's anti-immigrant, anti-muslim executive orders"
1,yes and yes...this is what we call: #rapeculture the .
-1,"@LifeNewsHQ 22wks is too late to be able to have a termination in my opinion, these triplets are babies not a bunch of cells."
1,#sb5 would impede medical professionals from doing their jobs properly.
0,be #proud be
1,google #pizzagate. read this entire blog. if you know anything about #rapeculture &amp; #humantrafficking this shouldn't be too hard to imagine.
1,"#rapeculture when a judge concludes man had a ""genuine &amp; honest belief"" that a young woman wanted this treatment"
-1,i wrote #shadesofblue in honor of my dad who marched to protect life. with jesus there is hope for healing. there is always hope
-1,@DWStweets @RepDWStweets is a seven pound baby murderer. Too bad her Mom didn't have the same operation.
0,finally germany.
0,thank you for sharing my story.
-1,Abortion laws should be designed to make it harder to get an abortion. Abortion is murder!
-1,@HomunculusLoikm @SawyerAndrew @BryanBroome1 @jstines3 Bad analogy. The current time frame for abortion is the best compromise
0,let's do this.
-1,"behold! god's polaroid shines rt #poetryinmotion #poet #poeima #prolife #chooselife, the #dinosaurs did"
0,there is no shame in being unapologetically you! there is beauty in owning the power of authenticity!
1,"huge day for #abortionrights in ni, as @maraclarke says: @nihrc judgment due imminently &amp; @stellacreasy amendment. keep everything crossed!"
0,spread the love! it's #nfpweek #livethelove #joyfulmarriage 49th anniv. of humanae vitae
-1,interesting input about discrimination.
0,big news from @lindsaywise: mccaskill says she will join in filibuster against gorsuch
1,complaints against furlong were investigated by the #rcmp. anyone surprised that no charges were laid? #rapeculture #mmiwg white
1,"to fellow dems, why #reprorights should be part of any economic agenda plan the party puts forward."
-1,"""the only thing (abortion) was guaranteed to do was end the life of my daughter."""
0,"for an unforgettable #honeymoon #safari, you must experience #zanzibar! our #romantic tours will provide a magical start to your !"
-1,such an amazing experience with all my sisters
-1,with margaret colin at
0,#iou blog: is your husband getting on your nerves?
1,wtf is wrong with @renee_unterman rapeculture rapekit womensrights
-1,@notmuchelse Don't get pregnant! Make sure you don't get pregnant if you'd just kill your child if you do! @chooseliferacer
0,come support the @nyriveters for our @youcanplayteam game vs boston 6pm @ barnabas hockey house
1,the work @repealeight and @repealproject are doing in #ireland to #repealthe8th is just amazing.
0,@KC_Football_Guy I am all for focusing on things that matter.
1,when pregnancy begins is a scientific fact.
-1,the #abortion industry says life can be thrown away. we know each life holds immeasurable value and potential.
-1,wow. what a show. that is what you call art! pure quality! go see @gregesplin @iyf_theatre @trainspotlive
